"PUBLISHER","AD_FORMAT","DEVICE_TYPE","GEO_METRO","IMPRESSIONS","PURCHASES","PURCHASE_RATE_PCT","YIELD_MULTIPLIER","BID_MULTIPLIER","FLOOR_TIER"
"washingtonpost.com","banner",3,"New York",960,12,1.25,1.16,1.16,"STANDARD"
"people.com","native",2,"Miami",482,6,1.245,1.16,1.16,"STANDARD"
"techcrunch.com","native",1,"Philadelphia",480,6,1.25,1.16,1.16,"STANDARD"
"tmz.com","video",7,"Atlanta",483,6,1.242,1.16,1.16,"STANDARD"
"buzzfeed.com","video",4,"Atlanta",483,6,1.242,1.16,1.16,"STANDARD"
"people.com","banner",7,"Miami",964,12,1.245,1.16,1.16,"STANDARD"
"foxnews.com","native",7,"Philadelphia",483,6,1.242,1.16,1.16,"STANDARD"
"variety.com","video",5,"Atlanta",481,6,1.247,1.16,1.16,"STANDARD"
"forbes.com","native",1,"Houston",481,6,1.247,1.16,1.16,"STANDARD"
"washingtonpost.com","video",1,"Miami",483,6,1.242,1.16,1.16,"STANDARD"
"espn.com","banner",7,"Los Angeles",886,11,1.242,1.16,1.16,"STANDARD"
"cnn.com","native",4,"Atlanta",483,6,1.242,1.16,1.16,"STANDARD"
"forbes.com","native",5,"Miami",484,6,1.24,1.15,1.15,"STANDARD"
"variety.com","banner",7,"Houston",889,11,1.237,1.15,1.15,"STANDARD"
"bbc.com","native",4,"New York",485,6,1.237,1.15,1.15,"STANDARD"
"washingtonpost.com","video",1,"Denver",486,6,1.235,1.15,1.15,"STANDARD"
"espn.com","native",6,"Miami",484,6,1.24,1.15,1.15,"STANDARD"
"washingtonpost.com","native",2,"Houston",487,6,1.232,1.15,1.15,"STANDARD"
"theverge.com","video",6,"Atlanta",484,6,1.24,1.15,1.15,"STANDARD"
"tmz.com","native",4,"Phoenix",484,6,1.24,1.15,1.15,"STANDARD"
"tmz.com","banner",7,"New York",975,6,0.615,0.57,0.57,"DISCOUNT"
"weather.com","native",6,"Denver",491,3,0.611,0.57,0.57,"DISCOUNT"
"techcrunch.com","native",2,"Phoenix",493,3,0.609,0.57,0.57,"DISCOUNT"
"bbc.com","native",2,"New York",489,3,0.613,0.57,0.57,"DISCOUNT"
"techcrunch.com","banner",4,"Houston",983,6,0.61,0.57,0.57,"DISCOUNT"
"weather.com","video",2,"New York",490,3,0.612,0.57,0.57,"DISCOUNT"
"cnet.com","native",2,"Atlanta",489,3,0.613,0.57,0.57,"DISCOUNT"
"people.com","video",4,"Philadelphia",487,3,0.616,0.57,0.57,"DISCOUNT"
"variety.com","video",6,"Dallas-Ft. Worth",491,3,0.611,0.57,0.57,"DISCOUNT"
"people.com","banner",4,"Atlanta",984,6,0.61,0.57,0.57,"DISCOUNT"
"techcrunch.com","video",6,"Miami",488,3,0.615,0.57,0.57,"DISCOUNT"
"bbc.com","video",1,"Miami",487,3,0.616,0.57,0.57,"DISCOUNT"
"variety.com","video",4,"Philadelphia",486,3,0.617,0.57,0.57,"DISCOUNT"
"forbes.com","banner",5,"Dallas-Ft. Worth",982,6,0.611,0.57,0.57,"DISCOUNT"
"cnn.com","banner",5,"New York",984,6,0.61,0.57,0.57,"DISCOUNT"
"people.com","banner",3,"Atlanta",975,6,0.615,0.57,0.57,"DISCOUNT"
"cnet.com","banner",4,"Houston",979,6,0.613,0.57,0.57,"DISCOUNT"
"cnn.com","video",6,"Denver",486,3,0.617,0.57,0.57,"DISCOUNT"
"people.com","native",2,"Philadelphia",487,3,0.616,0.57,0.57,"DISCOUNT"
"tmz.com","banner",3,"Atlanta",984,6,0.61,0.57,0.57,"DISCOUNT"
"people.com","video",2,"Denver",487,3,0.616,0.57,0.57,"DISCOUNT"
"cnn.com","video",1,"Chicago",486,3,0.617,0.57,0.57,"DISCOUNT"
"weather.com","banner",3,"Denver",979,6,0.613,0.57,0.57,"DISCOUNT"
"espn.com","native",2,"Philadelphia",491,3,0.611,0.57,0.57,"DISCOUNT"
"washingtonpost.com","banner",5,"Dallas-Ft. Worth",986,6,0.609,0.57,0.57,"DISCOUNT"
"forbes.com","banner",6,"Los Angeles",979,6,0.613,0.57,0.57,"DISCOUNT"
"people.com","native",6,"Denver",489,3,0.613,0.57,0.57,"DISCOUNT"
"variety.com","banner",3,"Chicago",977,6,0.614,0.57,0.57,"DISCOUNT"
"buzzfeed.com","video",2,"Atlanta",493,3,0.609,0.57,0.57,"DISCOUNT"
"people.com","native",5,"Phoenix",487,3,0.616,0.57,0.57,"DISCOUNT"
"forbes.com","video",4,"Denver",487,3,0.616,0.57,0.57,"DISCOUNT"
"bbc.com","banner",3,"Chicago",992,6,0.605,0.56,0.56,"DISCOUNT"
"cnn.com","native",2,"Denver",496,3,0.605,0.56,0.56,"DISCOUNT"
"nytimes.com","banner",7,"Philadelphia",1000,6,0.6,0.56,0.56,"DISCOUNT"
"washingtonpost.com","native",4,"Dallas-Ft. Worth",503,3,0.596,0.56,0.56,"DISCOUNT"
"nytimes.com","banner",2,"Atlanta",1000,6,0.6,0.56,0.56,"DISCOUNT"
"bbc.com","video",7,"Phoenix",501,3,0.599,0.56,0.56,"DISCOUNT"
"nytimes.com","video",5,"Phoenix",496,3,0.605,0.56,0.56,"DISCOUNT"
"washingtonpost.com","video",6,"Phoenix",500,3,0.6,0.56,0.56,"DISCOUNT"
"forbes.com","banner",1,"Houston",1005,6,0.597,0.56,0.56,"DISCOUNT"
"espn.com","native",6,"Philadelphia",497,3,0.604,0.56,0.56,"DISCOUNT"
"cnet.com","native",1,"Miami",495,3,0.606,0.56,0.56,"DISCOUNT"
"bbc.com","video",1,"Denver",498,3,0.602,0.56,0.56,"DISCOUNT"
"nytimes.com","native",2,"New York",500,3,0.6,0.56,0.56,"DISCOUNT"
"weather.com","native",6,"Atlanta",498,3,0.602,0.56,0.56,"DISCOUNT"
"theverge.com","banner",1,"Dallas-Ft. Worth",990,6,0.606,0.56,0.56,"DISCOUNT"
"bbc.com","native",4,"Philadelphia",496,3,0.605,0.56,0.56,"DISCOUNT"
"foxnews.com","video",1,"Atlanta",499,3,0.601,0.56,0.56,"DISCOUNT"
"techcrunch.com","banner",6,"Chicago",1000,6,0.6,0.56,0.56,"DISCOUNT"
"cnet.com","native",7,"Philadelphia",495,3,0.606,0.56,0.56,"DISCOUNT"
"espn.com","banner",6,"Houston",990,6,0.606,0.56,0.56,"DISCOUNT"
"cnn.com","native",6,"New York",495,3,0.606,0.56,0.56,"DISCOUNT"
"forbes.com","video",2,"New York",497,3,0.604,0.56,0.56,"DISCOUNT"
"foxnews.com","native",2,"Denver",496,3,0.605,0.56,0.56,"DISCOUNT"
"cnn.com","video",2,"New York",496,3,0.605,0.56,0.56,"DISCOUNT"
"buzzfeed.com","video",4,"New York",497,7,1.408,1.31,1.31,"PREMIUM"
"tmz.com","native",6,"Atlanta",498,7,1.406,1.31,1.31,"PREMIUM"
"nytimes.com","native",1,"Philadelphia",498,7,1.406,1.31,1.31,"PREMIUM"
"techcrunch.com","banner",3,"Houston",933,13,1.393,1.3,1.3,"PREMIUM"
"bbc.com","native",5,"Houston",503,7,1.392,1.3,1.3,"PREMIUM"
"bbc.com","banner",3,"New York",929,13,1.399,1.3,1.3,"PREMIUM"
"techcrunch.com","native",6,"Dallas-Ft. Worth",500,7,1.4,1.3,1.3,"PREMIUM"
"espn.com","video",3,"Denver",429,6,1.399,1.3,1.3,"PREMIUM"
"theverge.com","native",2,"New York",431,6,1.392,1.3,1.3,"PREMIUM"
"theverge.com","video",5,"Denver",429,6,1.399,1.3,1.3,"PREMIUM"
"washingtonpost.com","native",6,"Atlanta",501,7,1.397,1.3,1.3,"PREMIUM"
"weather.com","video",4,"New York",502,7,1.394,1.3,1.3,"PREMIUM"
"cnet.com","native",6,"Miami",502,7,1.394,1.3,1.3,"PREMIUM"
"cnet.com","video",1,"Chicago",502,7,1.394,1.3,1.3,"PREMIUM"
"tmz.com","banner",7,"Chicago",937,9,0.961,0.89,0.89,"STANDARD"
"espn.com","banner",4,"Houston",942,9,0.955,0.89,0.89,"STANDARD"
"people.com","banner",6,"Los Angeles",938,9,0.959,0.89,0.89,"STANDARD"
"cnet.com","banner",3,"Atlanta",941,9,0.956,0.89,0.89,"STANDARD"
"espn.com","banner",4,"Dallas-Ft. Worth",942,9,0.955,0.89,0.89,"STANDARD"
"variety.com","banner",3,"Los Angeles",946,9,0.951,0.89,0.89,"STANDARD"
"variety.com","banner",6,"Atlanta",941,9,0.956,0.89,0.89,"STANDARD"
"weather.com","banner",7,"Denver",944,9,0.953,0.89,0.89,"STANDARD"
"buzzfeed.com","video",5,"Miami",522,5,0.958,0.89,0.89,"STANDARD"
"variety.com","banner",3,"Dallas-Ft. Worth",945,9,0.952,0.89,0.89,"STANDARD"
"washingtonpost.com","banner",1,"Miami",946,9,0.951,0.89,0.89,"STANDARD"
"weather.com","banner",6,"Chicago",941,9,0.956,0.89,0.89,"STANDARD"
"cnet.com","native",5,"Philadelphia",526,5,0.951,0.89,0.89,"STANDARD"
"theverge.com","banner",6,"Atlanta",939,9,0.958,0.89,0.89,"STANDARD"
"nytimes.com","banner",7,"Los Angeles",937,9,0.961,0.89,0.89,"STANDARD"
"weather.com","banner",3,"Philadelphia",952,9,0.945,0.88,0.88,"STANDARD"
"nytimes.com","banner",7,"New York",952,9,0.945,0.88,0.88,"STANDARD"
"forbes.com","banner",7,"Denver",954,9,0.943,0.88,0.88,"STANDARD"
"cnn.com","native",2,"Dallas-Ft. Worth",425,4,0.941,0.88,0.88,"STANDARD"
"nytimes.com","video",5,"Miami",528,5,0.947,0.88,0.88,"STANDARD"
"weather.com","banner",7,"Phoenix",948,9,0.949,0.88,0.88,"STANDARD"
"theverge.com","banner",4,"Atlanta",957,9,0.94,0.88,0.88,"STANDARD"
"cnet.com","banner",3,"Denver",954,9,0.943,0.88,0.88,"STANDARD"
"techcrunch.com","banner",7,"Los Angeles",953,9,0.944,0.88,0.88,"STANDARD"
"forbes.com","native",6,"Philadelphia",532,5,0.94,0.88,0.88,"STANDARD"
"cnet.com","banner",1,"New York",952,9,0.945,0.88,0.88,"STANDARD"
"cnet.com","video",6,"Chicago",429,4,0.932,0.87,0.87,"STANDARD"
"weather.com","banner",1,"Houston",962,9,0.936,0.87,0.87,"STANDARD"
"forbes.com","banner",1,"Philadelphia",968,9,0.93,0.87,0.87,"STANDARD"
"techcrunch.com","banner",4,"Phoenix",961,9,0.937,0.87,0.87,"STANDARD"
"washingtonpost.com","banner",3,"Atlanta",963,9,0.935,0.87,0.87,"STANDARD"
"theverge.com","native",2,"Atlanta",430,4,0.93,0.87,0.87,"STANDARD"
"people.com","banner",7,"Phoenix",962,9,0.936,0.87,0.87,"STANDARD"
"techcrunch.com","banner",7,"Houston",964,9,0.934,0.87,0.87,"STANDARD"
"buzzfeed.com","banner",3,"Dallas-Ft. Worth",962,9,0.936,0.87,0.87,"STANDARD"
"variety.com","video",1,"Los Angeles",426,4,0.939,0.87,0.87,"STANDARD"
"buzzfeed.com","native",1,"Philadelphia",427,4,0.937,0.87,0.87,"STANDARD"
"nytimes.com","banner",3,"Philadelphia",969,9,0.929,0.86,0.86,"STANDARD"
"tmz.com","native",3,"Phoenix",433,4,0.924,0.86,0.86,"STANDARD"
"forbes.com","banner",5,"Houston",970,9,0.928,0.86,0.86,"STANDARD"
"techcrunch.com","banner",4,"Los Angeles",979,9,0.919,0.86,0.86,"STANDARD"
"washingtonpost.com","banner",4,"Houston",970,9,0.928,0.86,0.86,"STANDARD"
"cnet.com","native",2,"Houston",432,4,0.926,0.86,0.86,"STANDARD"
"nytimes.com","video",4,"Dallas-Ft. Worth",434,4,0.922,0.86,0.86,"STANDARD"
"nytimes.com","banner",1,"Chicago",976,9,0.922,0.86,0.86,"STANDARD"
"weather.com","banner",5,"New York",969,9,0.929,0.86,0.86,"STANDARD"
"theverge.com","native",6,"Phoenix",481,4,0.832,0.77,0.77,"DISCOUNT"
"forbes.com","video",4,"Los Angeles",482,4,0.83,0.77,0.77,"DISCOUNT"
"variety.com","banner",4,"New York",962,8,0.832,0.77,0.77,"DISCOUNT"
"washingtonpost.com","banner",7,"Houston",966,8,0.828,0.77,0.77,"DISCOUNT"
"tmz.com","banner",4,"Atlanta",963,8,0.831,0.77,0.77,"DISCOUNT"
"cnn.com","video",2,"Houston",483,4,0.828,0.77,0.77,"DISCOUNT"
"washingtonpost.com","banner",7,"Chicago",967,8,0.827,0.77,0.77,"DISCOUNT"
"people.com","banner",4,"Dallas-Ft. Worth",965,8,0.829,0.77,0.77,"DISCOUNT"
"cnn.com","video",2,"Phoenix",483,4,0.828,0.77,0.77,"DISCOUNT"
"foxnews.com","banner",3,"Miami",962,8,0.832,0.77,0.77,"DISCOUNT"
"techcrunch.com","video",1,"Atlanta",461,10,2.169,2.02,2.02,"PREMIUM"
"nytimes.com","video",3,"Miami",461,10,2.169,2.02,2.02,"PREMIUM"
"foxnews.com","native",3,"New York",461,10,2.169,2.02,2.02,"PREMIUM"
"bbc.com","video",7,"Dallas-Ft. Worth",460,10,2.174,2.02,2.02,"PREMIUM"
"nytimes.com","native",6,"Miami",506,11,2.174,2.02,2.02,"PREMIUM"
"techcrunch.com","native",3,"Los Angeles",460,10,2.174,2.02,2.02,"PREMIUM"
"cnn.com","video",3,"Philadelphia",460,10,2.174,2.02,2.02,"PREMIUM"
"buzzfeed.com","video",7,"Chicago",506,11,2.174,2.02,2.02,"PREMIUM"
"forbes.com","native",7,"Atlanta",462,10,2.165,2.02,2.02,"PREMIUM"
"variety.com","video",7,"Houston",463,10,2.16,2.01,2.01,"PREMIUM"
"tmz.com","native",3,"Los Angeles",463,10,2.16,2.01,2.01,"PREMIUM"
"people.com","native",5,"New York",509,11,2.161,2.01,2.01,"PREMIUM"
"washingtonpost.com","native",6,"New York",464,10,2.155,2.01,2.01,"PREMIUM"
"forbes.com","native",6,"Chicago",466,10,2.146,2,2,"PREMIUM"
"people.com","native",2,"Chicago",466,10,2.146,2,2,"PREMIUM"
"people.com","video",1,"Miami",465,10,2.151,2,2,"PREMIUM"
"theverge.com","video",3,"New York",512,11,2.148,2,2,"PREMIUM"
"buzzfeed.com","native",4,"Philadelphia",512,11,2.148,2,2,"PREMIUM"
"techcrunch.com","native",7,"Chicago",466,10,2.146,2,2,"PREMIUM"
"techcrunch.com","video",3,"Denver",466,10,2.146,2,2,"PREMIUM"
"bbc.com","native",6,"Miami",468,10,2.137,1.99,1.99,"PREMIUM"
"cnet.com","video",3,"Atlanta",469,10,2.132,1.99,1.99,"PREMIUM"
"nytimes.com","video",4,"Atlanta",467,10,2.141,1.99,1.99,"PREMIUM"
"people.com","video",7,"Philadelphia",469,10,2.132,1.99,1.99,"PREMIUM"
"foxnews.com","native",1,"New York",468,10,2.137,1.99,1.99,"PREMIUM"
"washingtonpost.com","native",7,"New York",468,10,2.137,1.99,1.99,"PREMIUM"
"weather.com","video",3,"Chicago",469,10,2.132,1.99,1.99,"PREMIUM"
"weather.com","native",4,"Miami",467,10,2.141,1.99,1.99,"PREMIUM"
"espn.com","banner",3,"Chicago",942,20,2.123,1.98,1.98,"PREMIUM"
"cnn.com","video",7,"Chicago",470,10,2.128,1.98,1.98,"PREMIUM"
"foxnews.com","native",4,"Los Angeles",471,10,2.123,1.98,1.98,"PREMIUM"
"people.com","native",4,"Atlanta",470,10,2.128,1.98,1.98,"PREMIUM"
"espn.com","video",3,"Phoenix",470,10,2.128,1.98,1.98,"PREMIUM"
"weather.com","native",6,"Los Angeles",470,10,2.128,1.98,1.98,"PREMIUM"
"nytimes.com","native",1,"New York",470,10,2.128,1.98,1.98,"PREMIUM"
"forbes.com","video",3,"Chicago",472,10,2.119,1.97,1.97,"PREMIUM"
"washingtonpost.com","video",1,"New York",473,10,2.114,1.97,1.97,"PREMIUM"
"forbes.com","native",3,"Los Angeles",521,11,2.111,1.97,1.97,"PREMIUM"
"espn.com","video",5,"Denver",521,11,2.111,1.97,1.97,"PREMIUM"
"cnet.com","video",7,"Dallas-Ft. Worth",473,10,2.114,1.97,1.97,"PREMIUM"
"cnn.com","video",4,"Miami",426,9,2.113,1.97,1.97,"PREMIUM"
"forbes.com","native",5,"Houston",472,10,2.119,1.97,1.97,"PREMIUM"
"espn.com","native",1,"New York",474,10,2.11,1.96,1.96,"PREMIUM"
"washingtonpost.com","native",4,"Houston",475,10,2.105,1.96,1.96,"PREMIUM"
"nytimes.com","native",5,"Miami",474,10,2.11,1.96,1.96,"PREMIUM"
"techcrunch.com","native",7,"Houston",427,9,2.108,1.96,1.96,"PREMIUM"
"cnet.com","native",3,"Atlanta",476,10,2.101,1.96,1.96,"PREMIUM"
"cnet.com","video",4,"New York",475,10,2.105,1.96,1.96,"PREMIUM"
"cnn.com","native",1,"Chicago",474,10,2.11,1.96,1.96,"PREMIUM"
"variety.com","video",1,"Philadelphia",478,10,2.092,1.95,1.95,"PREMIUM"
"people.com","native",2,"Houston",477,10,2.096,1.95,1.95,"PREMIUM"
"people.com","native",5,"Dallas-Ft. Worth",477,10,2.096,1.95,1.95,"PREMIUM"
"cnn.com","banner",7,"Atlanta",968,5,0.517,0.48,0.48,"DISCOUNT"
"nytimes.com","banner",3,"Phoenix",969,5,0.516,0.48,0.48,"DISCOUNT"
"techcrunch.com","banner",3,"Atlanta",968,5,0.517,0.48,0.48,"DISCOUNT"
"bbc.com","banner",3,"Los Angeles",969,5,0.516,0.48,0.48,"DISCOUNT"
"foxnews.com","banner",4,"Phoenix",976,5,0.512,0.48,0.48,"DISCOUNT"
"forbes.com","banner",5,"Denver",966,5,0.518,0.48,0.48,"DISCOUNT"
"tmz.com","banner",1,"Chicago",979,5,0.511,0.48,0.48,"DISCOUNT"
"techcrunch.com","banner",4,"New York",970,5,0.515,0.48,0.48,"DISCOUNT"
"cnet.com","banner",1,"Atlanta",978,5,0.511,0.48,0.48,"DISCOUNT"
"techcrunch.com","banner",5,"Phoenix",974,5,0.513,0.48,0.48,"DISCOUNT"
"cnn.com","banner",5,"Denver",974,5,0.513,0.48,0.48,"DISCOUNT"
"weather.com","banner",5,"Dallas-Ft. Worth",986,5,0.507,0.47,0.47,"DISCOUNT"
"washingtonpost.com","banner",7,"Miami",996,5,0.502,0.47,0.47,"DISCOUNT"
"cnet.com","banner",6,"Chicago",981,5,0.51,0.47,0.47,"DISCOUNT"
"buzzfeed.com","banner",5,"Philadelphia",982,5,0.509,0.47,0.47,"DISCOUNT"
"bbc.com","banner",7,"Atlanta",981,5,0.51,0.47,0.47,"DISCOUNT"
"espn.com","banner",2,"Miami",994,5,0.503,0.47,0.47,"DISCOUNT"
"variety.com","banner",5,"Houston",981,5,0.51,0.47,0.47,"DISCOUNT"
"techcrunch.com","banner",1,"Atlanta",984,5,0.508,0.47,0.47,"DISCOUNT"
"nytimes.com","banner",6,"Philadelphia",983,5,0.509,0.47,0.47,"DISCOUNT"
"cnn.com","banner",4,"Denver",990,5,0.505,0.47,0.47,"DISCOUNT"
"tmz.com","banner",6,"Chicago",981,5,0.51,0.47,0.47,"DISCOUNT"
"people.com","banner",6,"Chicago",987,5,0.507,0.47,0.47,"DISCOUNT"
"washingtonpost.com","banner",1,"Dallas-Ft. Worth",986,5,0.507,0.47,0.47,"DISCOUNT"
"cnn.com","banner",5,"Los Angeles",993,5,0.504,0.47,0.47,"DISCOUNT"
"espn.com","banner",1,"Atlanta",986,5,0.507,0.47,0.47,"DISCOUNT"
"tmz.com","banner",3,"Philadelphia",987,5,0.507,0.47,0.47,"DISCOUNT"
"cnet.com","banner",6,"Los Angeles",990,5,0.505,0.47,0.47,"DISCOUNT"
"people.com","banner",4,"Denver",1000,5,0.5,0.47,0.47,"DISCOUNT"
"cnet.com","banner",5,"New York",1000,5,0.5,0.47,0.47,"DISCOUNT"
"cnet.com","banner",5,"Houston",993,5,0.504,0.47,0.47,"DISCOUNT"
"washingtonpost.com","banner",2,"Houston",991,5,0.505,0.47,0.47,"DISCOUNT"
"buzzfeed.com","video",6,"Denver",407,2,0.491,0.46,0.46,"DISCOUNT"
"bbc.com","banner",6,"Atlanta",1003,5,0.499,0.46,0.46,"DISCOUNT"
"theverge.com","banner",2,"New York",1010,5,0.495,0.46,0.46,"DISCOUNT"
"bbc.com","banner",2,"New York",1003,5,0.499,0.46,0.46,"DISCOUNT"
"cnet.com","banner",2,"Atlanta",1005,5,0.498,0.46,0.46,"DISCOUNT"
"cnet.com","banner",7,"Phoenix",1010,5,0.495,0.46,0.46,"DISCOUNT"
"tmz.com","banner",1,"New York",1003,5,0.499,0.46,0.46,"DISCOUNT"
"foxnews.com","native",2,"Los Angeles",411,2,0.487,0.45,0.45,"DISCOUNT"
"cnn.com","native",2,"Atlanta",437,2,0.458,0.43,0.43,"DISCOUNT"
"espn.com","native",2,"Chicago",435,2,0.46,0.43,0.43,"DISCOUNT"
"cnn.com","video",2,"Los Angeles",432,2,0.463,0.43,0.43,"DISCOUNT"
"weather.com","video",2,"Houston",432,2,0.463,0.43,0.43,"DISCOUNT"
"cnn.com","video",2,"Atlanta",430,2,0.465,0.43,0.43,"DISCOUNT"
"washingtonpost.com","banner",6,"Denver",872,4,0.459,0.43,0.43,"DISCOUNT"
"techcrunch.com","video",6,"New York",432,2,0.463,0.43,0.43,"DISCOUNT"
"buzzfeed.com","video",6,"New York",430,2,0.465,0.43,0.43,"DISCOUNT"
"buzzfeed.com","native",6,"Dallas-Ft. Worth",435,2,0.46,0.43,0.43,"DISCOUNT"
"theverge.com","video",1,"New York",479,12,2.505,2.33,2.33,"PREMIUM"
"cnn.com","video",4,"New York",440,11,2.5,2.33,2.33,"PREMIUM"
"nytimes.com","native",1,"Houston",479,12,2.505,2.33,2.33,"PREMIUM"
"cnet.com","video",7,"Los Angeles",479,12,2.505,2.33,2.33,"PREMIUM"
"washingtonpost.com","native",3,"New York",480,12,2.5,2.33,2.33,"PREMIUM"
"nytimes.com","native",7,"Dallas-Ft. Worth",479,12,2.505,2.33,2.33,"PREMIUM"
"people.com","video",5,"Houston",479,12,2.505,2.33,2.33,"PREMIUM"
"techcrunch.com","video",7,"Miami",479,12,2.505,2.33,2.33,"PREMIUM"
"cnn.com","video",3,"Denver",480,12,2.5,2.33,2.33,"PREMIUM"
"people.com","video",6,"Dallas-Ft. Worth",442,11,2.489,2.32,2.32,"PREMIUM"
"forbes.com","video",3,"Miami",482,12,2.49,2.32,2.32,"PREMIUM"
"theverge.com","native",6,"Houston",481,12,2.495,2.32,2.32,"PREMIUM"
"cnet.com","video",1,"Houston",481,12,2.495,2.32,2.32,"PREMIUM"
"washingtonpost.com","video",3,"Houston",484,12,2.479,2.31,2.31,"PREMIUM"
"weather.com","native",6,"Houston",444,11,2.477,2.31,2.31,"PREMIUM"
"espn.com","native",4,"Los Angeles",484,12,2.479,2.31,2.31,"PREMIUM"
"nytimes.com","native",1,"Miami",484,12,2.479,2.31,2.31,"PREMIUM"
"espn.com","video",3,"Houston",446,11,2.466,2.3,2.3,"PREMIUM"
"espn.com","video",1,"Denver",486,12,2.469,2.3,2.3,"PREMIUM"
"foxnews.com","native",4,"Atlanta",488,12,2.459,2.29,2.29,"PREMIUM"
"techcrunch.com","native",1,"New York",489,12,2.454,2.29,2.29,"PREMIUM"
"variety.com","native",7,"Dallas-Ft. Worth",488,12,2.459,2.29,2.29,"PREMIUM"
"theverge.com","native",1,"Dallas-Ft. Worth",487,12,2.464,2.29,2.29,"PREMIUM"
"weather.com","native",5,"Philadelphia",490,12,2.449,2.28,2.28,"PREMIUM"
"foxnews.com","native",7,"Chicago",449,11,2.45,2.28,2.28,"PREMIUM"
"buzzfeed.com","video",7,"New York",490,12,2.449,2.28,2.28,"PREMIUM"
"buzzfeed.com","native",3,"Dallas-Ft. Worth",452,11,2.434,2.27,2.27,"PREMIUM"
"foxnews.com","video",7,"Los Angeles",451,11,2.439,2.27,2.27,"PREMIUM"
"bbc.com","native",3,"Denver",451,11,2.439,2.27,2.27,"PREMIUM"
"espn.com","native",5,"Atlanta",492,12,2.439,2.27,2.27,"PREMIUM"
"espn.com","video",4,"Phoenix",492,12,2.439,2.27,2.27,"PREMIUM"
"cnn.com","native",1,"Houston",453,11,2.428,2.26,2.26,"PREMIUM"
"buzzfeed.com","native",3,"New York",453,11,2.428,2.26,2.26,"PREMIUM"
"cnet.com","video",7,"Chicago",494,12,2.429,2.26,2.26,"PREMIUM"
"techcrunch.com","native",7,"New York",453,11,2.428,2.26,2.26,"PREMIUM"
"cnn.com","native",3,"Denver",453,11,2.428,2.26,2.26,"PREMIUM"
"techcrunch.com","native",1,"Los Angeles",496,12,2.419,2.25,2.25,"PREMIUM"
"espn.com","native",4,"New York",497,12,2.414,2.25,2.25,"PREMIUM"
"cnn.com","video",7,"Los Angeles",497,12,2.414,2.25,2.25,"PREMIUM"
"cnet.com","native",7,"Dallas-Ft. Worth",455,11,2.418,2.25,2.25,"PREMIUM"
"weather.com","native",3,"Denver",456,11,2.412,2.25,2.25,"PREMIUM"
"bbc.com","native",3,"Chicago",456,11,2.412,2.25,2.25,"PREMIUM"
"variety.com","native",3,"Philadelphia",497,12,2.414,2.25,2.25,"PREMIUM"
"espn.com","native",4,"Denver",498,12,2.41,2.24,2.24,"PREMIUM"
"techcrunch.com","native",3,"Atlanta",457,11,2.407,2.24,2.24,"PREMIUM"
"washingtonpost.com","video",7,"Los Angeles",457,11,2.407,2.24,2.24,"PREMIUM"
"people.com","video",1,"Los Angeles",502,12,2.39,2.23,2.23,"PREMIUM"
"people.com","native",7,"Dallas-Ft. Worth",460,11,2.391,2.23,2.23,"PREMIUM"
"bbc.com","native",3,"Miami",460,11,2.391,2.23,2.23,"PREMIUM"
"buzzfeed.com","native",7,"Houston",491,16,3.259,3.03,2.5,"PREMIUM"
"people.com","video",7,"Atlanta",492,16,3.252,3.03,2.5,"PREMIUM"
"espn.com","video",5,"Houston",492,16,3.252,3.03,2.5,"PREMIUM"
"theverge.com","native",1,"Miami",493,16,3.245,3.02,2.5,"PREMIUM"
"weather.com","native",1,"Houston",463,15,3.24,3.02,2.5,"PREMIUM"
"espn.com","native",3,"Atlanta",463,15,3.24,3.02,2.5,"PREMIUM"
"techcrunch.com","video",3,"Philadelphia",494,16,3.239,3.02,2.5,"PREMIUM"
"foxnews.com","video",3,"Los Angeles",495,16,3.232,3.01,2.5,"PREMIUM"
"bbc.com","video",7,"Houston",495,16,3.232,3.01,2.5,"PREMIUM"
"nytimes.com","native",3,"Dallas-Ft. Worth",496,16,3.226,3,2.5,"PREMIUM"
"washingtonpost.com","video",3,"New York",496,16,3.226,3,2.5,"PREMIUM"
"bbc.com","video",3,"Los Angeles",528,17,3.22,3,2.5,"PREMIUM"
"tmz.com","video",7,"Houston",466,15,3.219,3,2.5,"PREMIUM"
"foxnews.com","video",4,"Houston",467,15,3.212,2.99,2.5,"PREMIUM"
"washingtonpost.com","video",3,"Miami",467,15,3.212,2.99,2.5,"PREMIUM"
"weather.com","native",6,"Miami",467,15,3.212,2.99,2.5,"PREMIUM"
"espn.com","video",4,"Atlanta",468,15,3.205,2.98,2.5,"PREMIUM"
"espn.com","native",4,"Atlanta",469,15,3.198,2.98,2.5,"PREMIUM"
"weather.com","video",3,"New York",439,14,3.189,2.97,2.5,"PREMIUM"
"espn.com","video",3,"New York",470,15,3.191,2.97,2.5,"PREMIUM"
"foxnews.com","video",3,"Chicago",504,16,3.175,2.96,2.5,"PREMIUM"
"nytimes.com","native",7,"Los Angeles",442,14,3.167,2.95,2.5,"PREMIUM"
"techcrunch.com","native",1,"Houston",473,15,3.171,2.95,2.5,"PREMIUM"
"washingtonpost.com","native",3,"Houston",505,16,3.168,2.95,2.5,"PREMIUM"
"forbes.com","video",7,"Los Angeles",477,15,3.145,2.93,2.5,"PREMIUM"
