"DOMAIN","COMPANY_NAME","COMPANY_INDUSTRY","COMPANY_REVENUE","COMPANY_SIZE","JOURNEY_STAGE","TOTAL_VISITS","TOTAL_VISITORS","PURCHASE_SCORE","PREDICTED_ACCOUNT_VALUE","SCORE_TIER"
"stellar-net.com","Stellar Net","Marketing and Advertising","Micro ($0-$1MM)","Micro (1-9)","Aware",20,2,0.190,119,"COLD"
"global-labs.com","Global Labs","Hospital & Health Care","Small ($1MM-$10MM)","Medium-Small (50-199)","Aware",3,1,0.156,151,"COLD"
"apex-media.com","Apex Media","Logistics and Supply Chain","Small ($1MM-$10MM)","Small (10-49)","Unaware",1,1,0.052,176,"COLD"
"vertex-media.com","Vertex Media","Legal Services","Micro ($0-$1MM)","Micro (1-9)","MQL",52,6,0.554,183,"HOT"
"peak-data.com","Peak Data","Hospital & Health Care","Small ($1MM-$10MM)","Small (10-49)","Engaged",32,9,0.364,198,"WARM"
"bright-tech.com","Bright Tech","Marketing and Advertising","Micro ($0-$1MM)","Micro (1-9)","MQL",37,14,0.524,249,"HOT"
"vertex-tech.com","Vertex Tech","Manufacturing","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","Engaged",88,12,0.476,232,"WARM"
"green-solutions.com","Green Solutions","Management Consulting","XXLarge ($1B+)","XXLarge (10,000+)","Engaged",11,14,0.322,767,"WARM"
"apex-works.com","Apex Works","Software / Information Technology","XXLarge ($1B+)","XXLarge (10,000+)","Unaware",2,1,0.154,586,"COLD"
"blue-tech.com","Blue Tech","Insurance","XXLarge ($1B+)","XXLarge (10,000+)","Unaware",2,1,0.054,624,"COLD"
"nova-systems.com","Nova Systems","Software / Information Technology","Large ($100MM-$200MM)","Large (1,000-4,999)","Engaged",52,16,0.504,233,"WARM"
"clear-digital.com","Clear Digital","Financial Services","Micro ($0-$1MM)","Micro (1-9)","Aware",13,2,0.176,78,"COLD"
"swift-works.com","Swift Works","Telecommunications","Medium-Small ($10MM-$50MM)","Medium (200-499)","Unaware",3,1,0.056,80,"COLD"
"peak-systems.com","Peak Systems","Food & Beverages","Medium-Small ($10MM-$50MM)","Medium (200-499)","Unaware",2,1,0.054,145,"COLD"
"rapid-works.com","Rapid Works","Education Management","Large ($100MM-$200MM)","Large (1,000-4,999)","Engaged",42,6,0.384,226,"WARM"
"global-systems.com","Global Systems","Hospital & Health Care","Micro ($0-$1MM)","Micro (1-9)","Engaged",100,17,0.500,427,"WARM"
"peak-labs.com","Peak Labs","Retail","Micro ($0-$1MM)","Micro (1-9)","Aware",4,5,0.258,234,"COLD"
"rapid-corp.com","Rapid Corp","Marketing and Advertising","Micro ($0-$1MM)","Micro (1-9)","Unaware",2,1,0.054,221,"COLD"
"atlas-inc.com","Atlas Inc","Software / Information Technology","Medium-Large ($50MM-$100MM)","Medium (200-499)","Unaware",1,1,0.152,130,"COLD"
"smart-io.com","Smart Io","Marketing and Advertising","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","Engaged",91,12,0.482,275,"WARM"
"green-solutions.com","Green Solutions","Entertainment","Micro ($0-$1MM)","Small (10-49)","MQL",86,29,0.622,417,"HOT"
"acme-digital.com","Acme Digital","Manufacturing","Large ($100MM-$200MM)","Large (1,000-4,999)","Engaged",67,6,0.434,350,"WARM"
"bright-cloud.com","Bright Cloud","Marketing and Advertising","Micro ($0-$1MM)","Micro (1-9)","Aware",17,2,0.184,149,"COLD"
"stellar-tech.com","Stellar Tech","Retail","Medium-Large ($50MM-$100MM)","Medium (200-499)","MQL",126,11,0.802,308,"HOT"
"rapid-works.com","Rapid Works","Retail","Micro ($0-$1MM)","Micro (1-9)","Aware",5,1,0.260,152,"COLD"
"apex-corp.com","Apex Corp","Construction","XLarge ($200MM-$1B)","XLarge (5,000-10,000)","MQL",119,24,0.688,814,"HOT"
"peak-io.com","Peak Io","Marketing and Advertising","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","Engaged",58,7,0.416,274,"WARM"
"nova-group.com","Nova Group","Construction","Small ($1MM-$10MM)","Medium-Small (50-199)","Unaware",5,1,0.060,159,"COLD"
"green-hub.com","Green Hub","Financial Services","Small ($1MM-$10MM)","Medium-Small (50-199)","Aware",10,3,0.170,214,"COLD"
"iron-inc.com","Iron Inc","Financial Services","Small ($1MM-$10MM)","Small (10-49)","Unaware",2,1,0.054,108,"COLD"
"blue-tech.com","Blue Tech","Software / Information Technology","Large ($100MM-$200MM)","Medium-Large (500-999)","MQL",34,15,0.618,188,"HOT"
"swift-systems.com","Swift Systems","Automotive","Medium-Small ($10MM-$50MM)","Medium (200-499)","Engaged",75,7,0.450,397,"WARM"
"clear-labs.com","Clear Labs","E-Learning","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Unaware",5,1,0.060,243,"COLD"
"bright-corp.com","Bright Corp","Construction","Small ($1MM-$10MM)","Medium-Small (50-199)","Unaware",2,1,0.054,228,"COLD"
"bright-media.com","Bright Media","Manufacturing","Medium-Small ($10MM-$50MM)","Medium (200-499)","Engaged",103,17,0.506,408,"HOT"
"iron-cloud.com","Iron Cloud","Hospital & Health Care","Medium-Large ($50MM-$100MM)","Medium (200-499)","MQL",226,23,0.750,523,"HOT"
"rapid-labs.com","Rapid Labs","Legal Services","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Engaged",68,11,0.436,359,"WARM"
"apex-labs.com","Apex Labs","Software / Information Technology","Small ($1MM-$10MM)","Medium-Small (50-199)","Unaware",4,1,0.158,62,"COLD"
"apex-net.com","Apex Net","Marketing and Advertising","Micro ($0-$1MM)","Micro (1-9)","MQL",60,13,0.570,219,"HOT"
"green-works.com","Green Works","Retail","Micro ($0-$1MM)","Micro (1-9)","Aware",6,6,0.262,228,"COLD"
"bright-labs.com","Bright Labs","Hospital & Health Care","Small ($1MM-$10MM)","Medium-Small (50-199)","MQL",62,17,0.574,238,"HOT"
"cyber-net.com","Cyber Net","Insurance","Micro ($0-$1MM)","Micro (1-9)","Unaware",3,1,0.056,100,"COLD"
"global-solutions.com","Global Solutions","Software / Information Technology","Micro ($0-$1MM)","Micro (1-9)","Aware",5,3,0.260,74,"COLD"
"global-digital.com","Global Digital","Manufacturing","XXLarge ($1B+)","XXLarge (10,000+)","Aware",5,5,0.160,691,"COLD"
"acme-tech.com","Acme Tech","Software / Information Technology","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Engaged",61,13,0.522,188,"WARM"
"nova-inc.com","Nova Inc","Software / Information Technology","Small ($1MM-$10MM)","Small (10-49)","Unaware",4,1,0.158,195,"COLD"
"blue-hub.com","Blue Hub","Financial Services","Medium-Large ($50MM-$100MM)","Medium (200-499)","Opportunity",261,36,0.750,589,"HOT"
"iron-tech.com","Iron Tech","Marketing and Advertising","Medium-Small ($10MM-$50MM)","Medium (200-499)","Aware",14,3,0.178,173,"COLD"
"green-systems.com","Green Systems","Logistics and Supply Chain","Medium-Small ($10MM-$50MM)","Medium (200-499)","Unaware",1,1,0.052,212,"COLD"
"clear-solutions.com","Clear Solutions","Automotive","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Unaware",4,1,0.058,64,"COLD"
"core-cloud.com","Core Cloud","Legal Services","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Aware",6,3,0.162,92,"COLD"
"bright-works.com","Bright Works","Food & Beverages","XLarge ($200MM-$1B)","XLarge (5,000-10,000)","Aware",8,4,0.166,632,"COLD"
"bright-data.com","Bright Data","Education Management","Micro ($0-$1MM)","Micro (1-9)","Unaware",2,1,0.054,128,"COLD"
"bright-cloud.com","Bright Cloud","Retail","Large ($100MM-$200MM)","Medium-Large (500-999)","Engaged",90,10,0.580,295,"WARM"
"nova-net.com","Nova Net","Software / Information Technology","Small ($1MM-$10MM)","Small (10-49)","Aware",9,1,0.268,173,"COLD"
"blue-systems.com","Blue Systems","Software / Information Technology","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Unaware",1,1,0.152,138,"COLD"
"vertex-inc.com","Vertex Inc","Health, Wellness and Fitness","XLarge ($200MM-$1B)","XLarge (5,000-10,000)","Engaged",15,4,0.330,763,"WARM"
"iron-inc.com","Iron Inc","Construction","Micro ($0-$1MM)","Micro (1-9)","Unaware",4,1,0.058,112,"COLD"
"acme-net.com","Acme Net","Insurance","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","Unaware",2,1,0.054,167,"COLD"
"smart-group.com","Smart Group","Manufacturing","Large ($100MM-$200MM)","Large (1,000-4,999)","Unaware",5,1,0.060,81,"COLD"
"apex-data.com","Apex Data","Management Consulting","Micro ($0-$1MM)","Micro (1-9)","Opportunity",123,22,0.696,409,"HOT"
"rapid-inc.com","Rapid Inc","Hospital & Health Care","Micro ($0-$1MM)","Micro (1-9)","Aware",7,2,0.164,139,"COLD"
"peak-digital.com","Peak Digital","Manufacturing","XLarge ($200MM-$1B)","XLarge (5,000-10,000)","Aware",3,1,0.156,620,"COLD"
"blue-media.com","Blue Media","Retail","Micro ($0-$1MM)","Micro (1-9)","MQL",175,23,0.850,403,"HOT"
"core-cloud.com","Core Cloud","Consumer Goods","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Engaged",89,13,0.478,258,"WARM"
"stellar-cloud.com","Stellar Cloud","Legal Services","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","Engaged",37,14,0.374,137,"WARM"
"core-io.com","Core Io","Retail","Micro ($0-$1MM)","Micro (1-9)","Unaware",2,1,0.154,175,"COLD"
"cyber-cloud.com","Cyber Cloud","Retail","Medium-Small ($10MM-$50MM)","Medium (200-499)","Unaware",2,1,0.154,55,"COLD"
"bright-corp.com","Bright Corp","E-Learning","Medium-Small ($10MM-$50MM)","Medium (200-499)","Aware",14,5,0.178,252,"COLD"
"core-cloud.com","Core Cloud","Consumer Goods","Medium-Small ($10MM-$50MM)","Medium (200-499)","Engaged",47,16,0.394,174,"WARM"
"cyber-solutions.com","Cyber Solutions","Construction","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Engaged",74,9,0.448,335,"WARM"
"vertex-io.com","Vertex Io","Software / Information Technology","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","Aware",21,5,0.292,202,"COLD"
"cyber-corp.com","Cyber Corp","Automotive","Micro ($0-$1MM)","Micro (1-9)","Aware",8,3,0.166,159,"COLD"
"green-systems.com","Green Systems","Management Consulting","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","Unaware",2,1,0.054,214,"COLD"
"peak-inc.com","Peak Inc","Marketing and Advertising","Micro ($0-$1MM)","Small (10-49)","Engaged",104,10,0.508,304,"HOT"
"core-group.com","Core Group","Health, Wellness and Fitness","Medium-Small ($10MM-$50MM)","Medium (200-499)","Unaware",5,1,0.060,126,"COLD"
"bright-works.com","Bright Works","Logistics and Supply Chain","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Aware",14,1,0.178,144,"COLD"
"vertex-systems.com","Vertex Systems","E-Learning","XXLarge ($1B+)","XXLarge (10,000+)","Aware",9,5,0.168,732,"COLD"
"bright-works.com","Bright Works","Education Management","Medium-Small ($10MM-$50MM)","Medium (200-499)","Engaged",78,8,0.456,272,"WARM"
"nexus-cloud.com","Nexus Cloud","Telecommunications","Medium-Large ($50MM-$100MM)","Medium (200-499)","Unaware",5,1,0.060,255,"COLD"
"rapid-group.com","Rapid Group","Logistics and Supply Chain","Large ($100MM-$200MM)","Large (1,000-4,999)","Engaged",75,7,0.450,373,"WARM"
"swift-systems.com","Swift Systems","E-Learning","Large ($100MM-$200MM)","Large (1,000-4,999)","Engaged",56,12,0.412,359,"WARM"
"nova-corp.com","Nova Corp","Financial Services","Micro ($0-$1MM)","Small (10-49)","Aware",15,1,0.180,174,"COLD"
"nova-systems.com","Nova Systems","Food & Beverages","Small ($1MM-$10MM)","Small (10-49)","Unaware",1,1,0.052,131,"COLD"
"nova-solutions.com","Nova Solutions","Software / Information Technology","Large ($100MM-$200MM)","Large (1,000-4,999)","Unaware",4,1,0.158,132,"COLD"
"apex-systems.com","Apex Systems","Financial Services","Small ($1MM-$10MM)","Small (10-49)","Engaged",31,12,0.362,276,"WARM"
"global-io.com","Global Io","Entertainment","Small ($1MM-$10MM)","Medium-Small (50-199)","Opportunity",157,33,0.750,371,"HOT"
"peak-labs.com","Peak Labs","Hospital & Health Care","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","Aware",14,4,0.178,254,"COLD"
"stellar-cloud.com","Stellar Cloud","Marketing and Advertising","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Aware",15,3,0.180,93,"COLD"
"peak-group.com","Peak Group","Logistics and Supply Chain","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","Aware",16,1,0.182,158,"COLD"
"peak-media.com","Peak Media","Automotive","Large ($100MM-$200MM)","Large (1,000-4,999)","Unaware",3,1,0.056,56,"COLD"
"cyber-digital.com","Cyber Digital","Education Management","Medium-Large ($50MM-$100MM)","Medium (200-499)","Unaware",2,1,0.054,227,"COLD"
"peak-cloud.com","Peak Cloud","Hospital & Health Care","Medium-Small ($10MM-$50MM)","Medium (200-499)","Engaged",62,17,0.424,195,"WARM"
"swift-cloud.com","Swift Cloud","Software / Information Technology","Medium-Small ($10MM-$50MM)","Medium (200-499)","Engaged",85,7,0.570,416,"WARM"
"smart-hub.com","Smart Hub","Financial Services","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Unaware",5,1,0.060,130,"COLD"
"rapid-solutions.com","Rapid Solutions","Retail","Micro ($0-$1MM)","Small (10-49)","Unaware",5,1,0.160,226,"COLD"
"blue-digital.com","Blue Digital","Legal Services","Micro ($0-$1MM)","Micro (1-9)","Opportunity",475,11,0.750,1188,"HOT"
"smart-group.com","Smart Group","E-Learning","Large ($100MM-$200MM)","Medium-Large (500-999)","Unaware",3,1,0.056,77,"COLD"
"smart-systems.com","Smart Systems","Logistics and Supply Chain","Micro ($0-$1MM)","Micro (1-9)","Aware",7,4,0.164,132,"COLD"
"cyber-systems.com","Cyber Systems","Marketing and Advertising","XXLarge ($1B+)","XXLarge (10,000+)","Aware",14,4,0.178,698,"COLD"
"core-net.com","Core Net","Manufacturing","Medium-Small ($10MM-$50MM)","Medium (200-499)","Unaware",3,1,0.056,92,"COLD"
"nova-digital.com","Nova Digital","Consumer Goods","Small ($1MM-$10MM)","Medium-Small (50-199)","MQL",80,29,0.610,280,"HOT"
"nexus-digital.com","Nexus Digital","Financial Services","Small ($1MM-$10MM)","Medium-Small (50-199)","Unaware",5,1,0.060,169,"COLD"
"acme-cloud.com","Acme Cloud","Software / Information Technology","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Unaware",5,1,0.160,201,"COLD"
"acme-systems.com","Acme Systems","Entertainment","XXLarge ($1B+)","XXLarge (10,000+)","Unaware",5,1,0.060,696,"COLD"
"prime-systems.com","Prime Systems","Financial Services","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Unaware",4,1,0.058,99,"COLD"
"rapid-solutions.com","Rapid Solutions","Logistics and Supply Chain","Micro ($0-$1MM)","Micro (1-9)","MQL",169,21,0.750,554,"HOT"
"iron-media.com","Iron Media","Consumer Goods","Micro ($0-$1MM)","Micro (1-9)","Engaged",102,4,0.504,367,"HOT"
"iron-cloud.com","Iron Cloud","Software / Information Technology","Large ($100MM-$200MM)","Large (1,000-4,999)","Aware",20,4,0.290,111,"COLD"
"green-digital.com","Green Digital","Software / Information Technology","XLarge ($200MM-$1B)","Large (1,000-4,999)","Unaware",5,1,0.160,623,"COLD"
"smart-group.com","Smart Group","Insurance","Small ($1MM-$10MM)","Small (10-49)","Unaware",1,1,0.052,73,"COLD"
"cyber-cloud.com","Cyber Cloud","Marketing and Advertising","Micro ($0-$1MM)","Micro (1-9)","Engaged",21,5,0.342,93,"WARM"
"apex-group.com","Apex Group","Hospital & Health Care","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","Unaware",1,1,0.052,101,"COLD"
"acme-media.com","Acme Media","Financial Services","Micro ($0-$1MM)","Micro (1-9)","Unaware",3,1,0.056,127,"COLD"
"peak-cloud.com","Peak Cloud","Consumer Goods","Micro ($0-$1MM)","Micro (1-9)","MQL",204,30,0.750,479,"HOT"
"rapid-inc.com","Rapid Inc","Retail","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","Unaware",1,1,0.152,127,"COLD"
"nova-works.com","Nova Works","Education Management","Small ($1MM-$10MM)","Small (10-49)","Unaware",4,1,0.058,233,"COLD"
"acme-media.com","Acme Media","Manufacturing","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Unaware",3,1,0.056,127,"COLD"
"nexus-digital.com","Nexus Digital","Marketing and Advertising","Medium-Large ($50MM-$100MM)","Medium (200-499)","Engaged",44,5,0.388,247,"WARM"
"clear-group.com","Clear Group","Health, Wellness and Fitness","Micro ($0-$1MM)","Micro (1-9)","Unaware",3,1,0.056,174,"COLD"
"smart-inc.com","Smart Inc","Financial Services","Medium-Small ($10MM-$50MM)","Medium (200-499)","Aware",4,2,0.158,148,"COLD"
"nova-tech.com","Nova Tech","E-Learning","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Engaged",90,16,0.480,378,"WARM"
"vertex-hub.com","Vertex Hub","Software / Information Technology","Large ($100MM-$200MM)","Medium-Large (500-999)","Unaware",2,1,0.154,124,"COLD"
"iron-media.com","Iron Media","Entertainment","XLarge ($200MM-$1B)","XLarge (5,000-10,000)","Unaware",4,1,0.058,671,"COLD"
"global-inc.com","Global Inc","Marketing and Advertising","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Unaware",5,1,0.060,153,"COLD"
"smart-inc.com","Smart Inc","Consumer Goods","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","Unaware",4,1,0.058,148,"COLD"
"prime-tech.com","Prime Tech","Health, Wellness and Fitness","Medium-Large ($50MM-$100MM)","Medium (200-499)","Opportunity",402,28,0.750,871,"HOT"
"iron-systems.com","Iron Systems","Telecommunications","Large ($100MM-$200MM)","Medium-Large (500-999)","Unaware",2,1,0.054,176,"COLD"
"bright-group.com","Bright Group","Real Estate","Micro ($0-$1MM)","Small (10-49)","MQL",151,9,0.750,541,"HOT"
"clear-tech.com","Clear Tech","Real Estate","XXLarge ($1B+)","XXLarge (10,000+)","Aware",5,3,0.160,663,"COLD"
"peak-inc.com","Peak Inc","Telecommunications","Medium-Large ($50MM-$100MM)","Medium (200-499)","Unaware",1,1,0.052,98,"COLD"
"stellar-digital.com","Stellar Digital","Entertainment","Medium-Small ($10MM-$50MM)","Medium (200-499)","Engaged",47,6,0.394,201,"WARM"
"bright-net.com","Bright Net","Software / Information Technology","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Aware",17,2,0.284,88,"COLD"
"rapid-corp.com","Rapid Corp","Legal Services","Large ($100MM-$200MM)","Medium-Large (500-999)","Aware",19,2,0.188,255,"COLD"
"prime-solutions.com","Prime Solutions","Marketing and Advertising","Large ($100MM-$200MM)","Medium-Large (500-999)","Engaged",75,17,0.450,376,"WARM"
"clear-corp.com","Clear Corp","Consumer Goods","Micro ($0-$1MM)","Micro (1-9)","Opportunity",498,43,0.750,1241,"HOT"
"apex-corp.com","Apex Corp","Consumer Goods","Small ($1MM-$10MM)","Small (10-49)","Unaware",3,1,0.056,82,"COLD"
"stellar-works.com","Stellar Works","Consumer Goods","Medium-Small ($10MM-$50MM)","Medium (200-499)","Unaware",1,1,0.052,73,"COLD"
"peak-hub.com","Peak Hub","Logistics and Supply Chain","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Engaged",88,4,0.476,395,"WARM"
"acme-net.com","Acme Net","Manufacturing","Large ($100MM-$200MM)","Medium-Large (500-999)","Engaged",103,6,0.506,369,"HOT"
"acme-group.com","Acme Group","Automotive","Medium-Small ($10MM-$50MM)","Medium (200-499)","Unaware",4,1,0.058,161,"COLD"
"blue-group.com","Blue Group","Retail","XXLarge ($1B+)","XXLarge (10,000+)","Engaged",63,15,0.526,735,"WARM"
"cyber-inc.com","Cyber Inc","Automotive","Micro ($0-$1MM)","Micro (1-9)","Engaged",18,11,0.336,213,"WARM"
"clear-inc.com","Clear Inc","Health, Wellness and Fitness","Micro ($0-$1MM)","Micro (1-9)","Aware",19,2,0.188,275,"COLD"
"cyber-hub.com","Cyber Hub","Automotive","Large ($100MM-$200MM)","Large (1,000-4,999)","Unaware",1,1,0.052,101,"COLD"
"swift-solutions.com","Swift Solutions","Manufacturing","Micro ($0-$1MM)","Small (10-49)","Aware",5,6,0.160,153,"COLD"
"blue-hub.com","Blue Hub","Marketing and Advertising","Small ($1MM-$10MM)","Small (10-49)","Unaware",5,1,0.060,77,"COLD"
"atlas-cloud.com","Atlas Cloud","Retail","Large ($100MM-$200MM)","Medium-Large (500-999)","Unaware",2,1,0.154,198,"COLD"
"iron-solutions.com","Iron Solutions","Entertainment","XLarge ($200MM-$1B)","Large (1,000-4,999)","Aware",22,3,0.194,792,"COLD"
"rapid-io.com","Rapid Io","Software / Information Technology","Large ($100MM-$200MM)","Large (1,000-4,999)","Aware",17,3,0.284,154,"COLD"
"clear-solutions.com","Clear Solutions","Software / Information Technology","Large ($100MM-$200MM)","Large (1,000-4,999)","MQL",92,14,0.734,240,"HOT"
"stellar-digital.com","Stellar Digital","Software / Information Technology","Large ($100MM-$200MM)","Large (1,000-4,999)","Engaged",27,13,0.454,161,"WARM"
"vertex-corp.com","Vertex Corp","Marketing and Advertising","Micro ($0-$1MM)","Micro (1-9)","Engaged",98,3,0.496,328,"WARM"
"apex-hub.com","Apex Hub","Hospital & Health Care","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Aware",8,2,0.166,102,"COLD"
"clear-hub.com","Clear Hub","Manufacturing","Small ($1MM-$10MM)","Small (10-49)","Engaged",31,13,0.362,170,"WARM"
"clear-corp.com","Clear Corp","Entertainment","Small ($1MM-$10MM)","Small (10-49)","Unaware",5,1,0.060,255,"COLD"
"nova-inc.com","Nova Inc","Financial Services","Micro ($0-$1MM)","Small (10-49)","Unaware",3,1,0.056,193,"COLD"
"rapid-corp.com","Rapid Corp","Marketing and Advertising","XLarge ($200MM-$1B)","XLarge (5,000-10,000)","Engaged",95,17,0.490,907,"WARM"
"cyber-labs.com","Cyber Labs","Manufacturing","Micro ($0-$1MM)","Micro (1-9)","Opportunity",280,46,0.750,659,"HOT"
"atlas-works.com","Atlas Works","Education Management","Micro ($0-$1MM)","Small (10-49)","Unaware",2,1,0.054,246,"COLD"
"stellar-tech.com","Stellar Tech","Logistics and Supply Chain","Medium-Small ($10MM-$50MM)","Medium (200-499)","Opportunity",283,36,0.750,622,"HOT"
"stellar-cloud.com","Stellar Cloud","Marketing and Advertising","Small ($1MM-$10MM)","Medium-Small (50-199)","Aware",14,3,0.178,91,"COLD"
"nova-solutions.com","Nova Solutions","Health, Wellness and Fitness","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","Unaware",1,1,0.052,126,"COLD"
"clear-data.com","Clear Data","Marketing and Advertising","Small ($1MM-$10MM)","Medium-Small (50-199)","Engaged",98,3,0.496,251,"WARM"
"rapid-systems.com","Rapid Systems","Software / Information Technology","XLarge ($200MM-$1B)","XLarge (5,000-10,000)","Aware",10,3,0.270,611,"COLD"
"green-cloud.com","Green Cloud","Marketing and Advertising","XLarge ($200MM-$1B)","Large (1,000-4,999)","Engaged",73,13,0.446,825,"WARM"
"rapid-data.com","Rapid Data","Consumer Goods","Large ($100MM-$200MM)","Medium-Large (500-999)","Unaware",4,1,0.058,196,"COLD"
"atlas-digital.com","Atlas Digital","Logistics and Supply Chain","Small ($1MM-$10MM)","Small (10-49)","Opportunity",104,33,0.658,384,"HOT"
"prime-data.com","Prime Data","Software / Information Technology","Small ($1MM-$10MM)","Small (10-49)","Unaware",1,1,0.152,251,"COLD"
"global-cloud.com","Global Cloud","E-Learning","Micro ($0-$1MM)","Micro (1-9)","Unaware",1,1,0.052,93,"COLD"
"smart-data.com","Smart Data","Software / Information Technology","Medium-Large ($50MM-$100MM)","Medium (200-499)","Opportunity",79,46,0.708,374,"HOT"
"clear-digital.com","Clear Digital","Software / Information Technology","Large ($100MM-$200MM)","Medium-Large (500-999)","Unaware",3,1,0.156,58,"COLD"
"swift-hub.com","Swift Hub","Software / Information Technology","Medium-Small ($10MM-$50MM)","Medium (200-499)","Unaware",4,1,0.158,203,"COLD"
"rapid-solutions.com","Rapid Solutions","Insurance","XLarge ($200MM-$1B)","Large (1,000-4,999)","MQL",108,23,0.666,932,"HOT"
"atlas-labs.com","Atlas Labs","Retail","Small ($1MM-$10MM)","Small (10-49)","Aware",19,5,0.288,214,"COLD"
"nexus-digital.com","Nexus Digital","Logistics and Supply Chain","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","Engaged",104,13,0.508,367,"HOT"
"clear-inc.com","Clear Inc","Education Management","Micro ($0-$1MM)","Micro (1-9)","Unaware",4,1,0.058,245,"COLD"
"clear-group.com","Clear Group","Management Consulting","Small ($1MM-$10MM)","Medium-Small (50-199)","Aware",3,4,0.156,174,"COLD"
"green-hub.com","Green Hub","Legal Services","Micro ($0-$1MM)","Micro (1-9)","Unaware",5,1,0.060,204,"COLD"
"vertex-cloud.com","Vertex Cloud","Retail","Small ($1MM-$10MM)","Small (10-49)","Unaware",3,1,0.156,101,"COLD"
"cyber-labs.com","Cyber Labs","Automotive","Micro ($0-$1MM)","Micro (1-9)","Aware",9,5,0.168,117,"COLD"
"global-works.com","Global Works","Insurance","Medium-Small ($10MM-$50MM)","Medium (200-499)","Engaged",75,4,0.450,273,"WARM"
"smart-net.com","Smart Net","Marketing and Advertising","Medium-Small ($10MM-$50MM)","Medium (200-499)","Engaged",26,15,0.352,112,"WARM"
"blue-media.com","Blue Media","Marketing and Advertising","Medium-Small ($10MM-$50MM)","Medium (200-499)","Unaware",2,1,0.054,57,"COLD"
"global-hub.com","Global Hub","Manufacturing","Small ($1MM-$10MM)","Medium-Small (50-199)","Unaware",5,1,0.060,117,"COLD"
"core-cloud.com","Core Cloud","Real Estate","Large ($100MM-$200MM)","Large (1,000-4,999)","Unaware",3,1,0.056,86,"COLD"
"rapid-media.com","Rapid Media","E-Learning","Large ($100MM-$200MM)","Large (1,000-4,999)","Unaware",5,1,0.060,74,"COLD"
"rapid-solutions.com","Rapid Solutions","Health, Wellness and Fitness","Small ($1MM-$10MM)","Small (10-49)","Unaware",1,1,0.052,218,"COLD"
"stellar-tech.com","Stellar Tech","Manufacturing","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","Aware",16,4,0.182,88,"COLD"
"acme-hub.com","Acme Hub","Software / Information Technology","Small ($1MM-$10MM)","Medium-Small (50-199)","Engaged",107,3,0.614,360,"HOT"
"green-net.com","Green Net","Marketing and Advertising","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","Aware",3,2,0.156,161,"COLD"
"acme-cloud.com","Acme Cloud","Logistics and Supply Chain","Small ($1MM-$10MM)","Small (10-49)","Engaged",76,8,0.452,343,"WARM"
"stellar-systems.com","Stellar Systems","Management Consulting","Large ($100MM-$200MM)","Medium-Large (500-999)","MQL",41,8,0.532,235,"HOT"
"vertex-hub.com","Vertex Hub","Hospital & Health Care","Micro ($0-$1MM)","Small (10-49)","Unaware",1,1,0.052,122,"COLD"
"iron-cloud.com","Iron Cloud","Software / Information Technology","Medium-Small ($10MM-$50MM)","Medium (200-499)","Aware",3,6,0.256,77,"COLD"
"rapid-systems.com","Rapid Systems","Telecommunications","Small ($1MM-$10MM)","Small (10-49)","Aware",12,1,0.174,115,"COLD"
"core-group.com","Core Group","Education Management","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","Unaware",2,1,0.054,120,"COLD"
